jaccard	minhash
0.6271186440677966	0.60546875
0.576271186440678	0.5859375
0.5689655172413793	0.603515625
0.6792452830188679	0.681640625
0.559322033898305	0.572265625
0.609375	0.587890625
0.6666666666666666	0.65625
0.6610169491525424	0.642578125
0.6440677966101694	0.638671875
0.6190476190476191	0.59375
0.5666666666666667	0.5703125
0.7096774193548387	0.72265625
0.6065573770491803	0.6015625
0.6379310344827587	0.634765625
0.6842105263157895	0.697265625
0.6060606060606061	0.630859375
0.6666666666666666	0.642578125
0.7368421052631579	0.728515625
0.6666666666666666	0.65234375
0.6	0.58203125
0.6981132075471698	0.728515625
0.5272727272727272	0.533203125
0.7586206896551724	0.75
0.5689655172413793	0.560546875
0.6610169491525424	0.677734375
0.6949152542372882	0.7265625
0.5740740740740741	0.5390625
0.6065573770491803	0.595703125
0.6923076923076923	0.701171875
0.7368421052631579	0.70703125
0.7	0.689453125
0.6071428571428571	0.630859375
0.6491228070175439	0.62890625
0.6612903225806451	0.69140625
0.6379310344827587	0.630859375
0.5901639344262295	0.580078125
0.6440677966101694	0.68359375
0.6935483870967742	0.6640625
0.6612903225806451	0.6640625
0.5625	0.591796875
0.5862068965517241	0.595703125
0.6851851851851852	0.701171875
0.6290322580645161	0.640625
0.7241379310344828	0.73046875
0.5892857142857143	0.59375
0.6666666666666666	0.677734375
0.6885245901639344	0.693359375
0.5573770491803278	0.5859375
0.6206896551724138	0.58203125
0.7272727272727273	0.744140625
0.6724137931034483	0.669921875
0.6229508196721312	0.64453125
0.543859649122807	0.552734375
0.6610169491525424	0.6328125
0.5806451612903226	0.56640625
0.5964912280701754	0.580078125
0.6774193548387096	0.6328125
0.7142857142857143	0.708984375
0.6610169491525424	0.671875
0.6607142857142857	0.673828125
0.6290322580645161	0.62109375
0.6206896551724138	0.63671875
0.6779661016949152	0.66796875
0.5873015873015873	0.5859375
0.7049180327868853	0.68359375
0.7068965517241379	0.69140625
0.7288135593220338	0.73046875
0.58	0.59765625
0.65	0.666015625
0.6724137931034483	0.65625
0.65625	0.669921875
0.6825396825396826	0.685546875
0.6557377049180327	0.646484375
0.6268656716417911	0.625
0.5645161290322581	0.546875
0.6774193548387096	0.693359375
0.625	0.62109375
0.6984126984126984	0.728515625
0.625	0.595703125
0.6428571428571429	0.6796875
0.6333333333333333	0.640625
0.6909090909090909	0.728515625
0.6875	0.673828125
0.7142857142857143	0.69140625
0.639344262295082	0.60546875
0.6825396825396826	0.685546875
0.5806451612903226	0.548828125
0.640625	0.654296875
0.5833333333333334	0.568359375
0.6	0.61328125
0.6031746031746031	0.630859375
0.6607142857142857	0.681640625
0.576271186440678	0.578125
0.5692307692307692	0.580078125
0.5806451612903226	0.5625
0.6428571428571429	0.63671875
0.6774193548387096	0.65234375
0.6610169491525424	0.6640625
0.7678571428571429	0.78515625
0.6551724137931034	0.650390625
0.6666666666666666	0.64453125
0.6607142857142857	0.6640625
0.6610169491525424	0.654296875
0.6181818181818182	0.619140625
0.6	0.56640625
0.5833333333333334	0.546875
0.6290322580645161	0.623046875
0.6333333333333333	0.626953125
0.6721311475409836	0.66015625
0.65	0.646484375
0.5645161290322581	0.494140625
0.6607142857142857	0.63671875
0.6379310344827587	0.63671875
0.7368421052631579	0.751953125
0.6724137931034483	0.658203125
0.6721311475409836	0.640625
0.6833333333333333	0.6953125
0.7068965517241379	0.669921875
0.6229508196721312	0.60546875
0.6666666666666666	0.68359375
0.6949152542372882	0.740234375
0.6031746031746031	0.630859375
0.6949152542372882	0.6953125
0.6461538461538462	0.65234375
0.6307692307692307	0.658203125
0.75	0.736328125
0.6909090909090909	0.66015625
0.6206896551724138	0.650390625
0.6271186440677966	0.6171875
0.6271186440677966	0.63671875
0.6206896551724138	0.623046875
0.6666666666666666	0.677734375
0.6507936507936508	0.62890625
0.6290322580645161	0.626953125
0.7454545454545455	0.73828125
0.6491228070175439	0.634765625
0.639344262295082	0.63671875
0.6190476190476191	0.62109375
0.7222222222222222	0.734375
0.6071428571428571	0.609375
0.6271186440677966	0.65234375
0.7142857142857143	0.740234375
0.603448275862069	0.59765625
0.7192982456140351	0.7109375
0.5964912280701754	0.591796875
0.6065573770491803	0.580078125
0.6333333333333333	0.62109375
0.5967741935483871	0.578125
0.6349206349206349	0.63671875
0.6964285714285714	0.6796875
0.6212121212121212	0.62890625
0.609375	0.6015625
0.6842105263157895	0.6875
0.6166666666666667	0.59765625
0.7592592592592593	0.765625
0.6181818181818182	0.619140625
0.6271186440677966	0.61328125
0.6	0.599609375
0.6666666666666666	0.6328125
0.6440677966101694	0.681640625
0.6349206349206349	0.6171875
0.6153846153846154	0.634765625
0.6333333333333333	0.623046875
0.6290322580645161	0.62109375
0.65	0.642578125
0.65	0.623046875
0.65	0.63671875
0.6885245901639344	0.681640625
0.6842105263157895	0.66796875
0.7258064516129032	0.736328125
0.6666666666666666	0.669921875
0.5909090909090909	0.615234375
0.6507936507936508	0.66015625
0.6666666666666666	0.669921875
0.6333333333333333	0.708984375
0.6428571428571429	0.66796875
0.5555555555555556	0.5546875
0.59375	0.60546875
0.6451612903225806	0.681640625
0.6896551724137931	0.724609375
0.7142857142857143	0.708984375
0.6	0.60546875
0.6379310344827587	0.66796875
0.6551724137931034	0.6328125
0.5692307692307692	0.599609375
0.7457627118644068	0.75
0.5789473684210527	0.59375
0.6129032258064516	0.615234375
0.6296296296296297	0.646484375
0.6379310344827587	0.654296875
0.7	0.677734375
0.625	0.615234375
0.6721311475409836	0.67578125
0.5932203389830508	0.640625
0.6724137931034483	0.67578125
0.6545454545454545	0.630859375
0.6896551724137931	0.701171875
0.5423728813559322	0.548828125
0.5789473684210527	0.564453125
0.6721311475409836	0.701171875
